time,B2,B3,B4,B8,B11,B12,MSK_CLDPRB,QA60,SCL
18264,1608.310275,1749.35707,2021.716175,2305.828077,2645.570702,2602.100712,3.095625636,0,7
18269,7951.194303,7906.365209,8037.783316,8093.547304,4228.694812,3904.808749,100,1024,9
18274,4521.888098,4463.623601,4604.133266,4727.381485,1695.140387,1273.619532,0,1024,11
18279,3313.91353,3322.043744,3444.788403,3493.525941,1406.396745,1186.672431,0,0,11
18284,7857.716175,6376.93998,6730.028484,7109.794507,6382.318413,5395.826043,100,1024,9
18289,1058.69176,1151.797558,1435.772126,1704.349949,2148.589013,2108.907426,17.57884028,0,7
18294,1044.431333,1278.694812,1617.164802,1952.893184,2458.110885,2461.282808,0,0,5
18299,8048.426246,7323.835198,7011.216684,6839.593082,5637.692777,4976.306205,100,1024,9
18304,1254.555443,1456.120041,1768.447609,2094.269583,2613.455748,2609.621567,0,0,5
18309,717.1200407,1109.655137,1621.291963,2123.51882,2776.684639,2829.462869,0,0,5
18314,711.9704985,1115.914547,1633.536114,2159.17294,2755.279756,2730.36826,0,0,5
18319,10595.59105,10313.99797,10274.18311,10659.36317,6628.309257,5027.786368,100,1024,9
18324,3342.77823,3442.224822,3681.426246,4044.538149,3385.676501,3308.560529,100,2048,9
18329,1820.406918,1948.525941,2048.893184,2464.119023,2636.554425,2183.76704,83.20956256,1024,8.659206511
18334,1163.115972,1494.180061,1936.845371,2460.874873,3100.193286,3025.713123,0,0,5
18339,956.7538149,1327.223805,1846.719227,2421.78942,3186.937945,3215.008138,0,0,5
18344,1311.122075,1572.826043,1975.905392,2480.829095,3192.043744,3146.072228,0,0,5
18349,1550.009156,1877.582909,2385.994914,3056.944049,3265.401831,3279.883011,0,2048,5
18354,4611.029502,4985.666328,5490.083418,6285.035605,5630.982706,5100.561546,100,1024,9
18359,2010.042726,2072.657172,2285.89115,2630.601221,3139.547304,3035.990844,5.761953204,0,7
18364,959.3021363,1405.11292,1935.625636,2637.532045,3262.084435,3109.664293,0,0,5
18369,1047.562564,1418.82706,1841.200407,2611.952187,3135.354018,3017.104781,0,0,5
18374,916.5127162,1343.338759,1790.452696,2758.375381,3051.637843,2839.254323,0,0,5
18379,933.5066124,1289.376399,1693.484232,2774.591048,3129.17294,2945.873856,0,0,5
18384,1014.28179,1342.035605,1554.134283,2840.779247,2840.312309,2471.775178,0,0,5
18389,8905.485249,9091.255341,9154.417091,9641.772126,2022.928789,2362.683622,0,1024,8
18394,980.7365209,1435.043744,1743.298067,3151.809766,2803.5941,2350.666328,0,0,5
18399,1009.640895,1326.446592,1509.499491,3046.336724,2725.685656,2328.974568,0,0,5
18404,379.3377416,685.4323499,836.965412,2569.873856,2046.859613,1465.678535,0,0,4.75076297
18409,361.9043744,698.3855544,797.9460834,2810.886063,2269.264496,1701.466938,0,0,4.007121058
18414,1074.296033,1341.81587,1407.615463,3223.636826,2583.19939,2015.38352,0.443540183,0,4.889114954
18419,886.9674466,1117.065107,1173.591048,3019.917599,2411.741607,1881.122075,0,0,4.493387589
18424,8150.452696,7475.465921,6952.893184,7167.113937,2371.505595,2815.558494,0,1024,8
18429,7706.331638,7864.559512,7973.408952,8427.214649,1713.385554,1991.029502,0,1024,8
18434,1017.243133,1141.808749,997.646999,3235.18413,2119.649034,1361.884028,4.471007121,0,4
18439,8680.872838,8388.455748,8128.604273,8473.493388,1637.243133,1816.189217,0,1024,8
18444,610.9369278,799.7426246,657.8118006,3174.863683,1857.018311,1081.362157,0,0,4
18449,535.0295015,711.0498474,568.6042726,3161.797558,1924.972533,1142.786368,0,0,4
18454,4511.782299,4616.84944,4683.286877,5894.522889,3951.452696,3454.544252,100,1024,9
18459,2565.295015,2474.45473,2219.613428,4196.808749,2312.508647,1822.603255,51.89013225,2048,8
18464,2059.822991,2096.027467,1945.850458,4265.381485,2652.698881,1984.563581,11.65513733,7.291963377,7.113936928
18469,10018.21567,9748.19939,9566.419125,9730.185148,6053.731434,4232.590031,100,1024,9
18474,9452.659207,8749.938962,8198.531027,8213.915565,6158.390641,5004.102747,100,1024,9
18479,11103.28586,10520.23398,10086.87894,9796.008138,2134.876907,2656.051882,0,1024,8
18484,7028.694812,6595.942014,6262.780264,6195.728383,5637.021363,4946.930824,100,1024,9
18489,8448.555443,8618.681587,8620.600203,9237.713123,2515.125127,2939.081384,0,1024,8
18494,4555.868769,4718.11292,4697.488301,5840.033571,1735.636826,1774.479145,100,1024,9
18494,4103.254323,4395.151577,4468.897253,5725.536114,1730.498474,1780.430315,100,1024,9
18499,7217.179044,6612.219736,6039.622584,7153.373347,2203.826043,2426.599186,100,1024,9
18504,468.8921668,751.6866734,650.3153611,3142.375381,2385.485249,1454.087487,0,0,4
18509,553.4109868,786.3468973,761.4506612,2958.658189,2549.388606,1788.801628,0,0,4
18514,1640.384537,1773.869786,1717.735504,2545.436419,1613.968464,1355.91353,26.57171923,2048,8
18519,2249.648016,2220.39471,2005.346897,3367.200407,2679.010173,1953.46999,48.82299084,1024,8
18524,631.0874873,885.768057,919.2044761,2719.305188,2655.657172,1902.240081,0,0,4
18529,1408.937945,1341.617497,1173.399797,2350.30824,2124.54527,1430.370295,9.619532045,0,7
18534,7867.71414,7961.618515,7947.791455,8412.649034,5872.998983,4912.997965,100,1024,9
18534,10930.07935,10007.02136,9330.844354,9074.69176,6029.568667,5289.785351,100,1024,9
18539,673.121058,915.2207528,1026.772126,2580.119023,2750.355036,2197.385554,0,0,5
18544,3013.600203,3033.576806,2824.733469,3973.369278,2675.745677,2309.683622,95.08748728,2048,9
18549,8761.230926,8742.400814,8707.316378,9212.81587,2788.491353,2678.757884,0,1024,8
18554,1008.404883,1225.832146,1383.106816,2490.28586,3108.217701,2553.243133,0,0,5
18559,904.6927772,1191.743642,1474.946083,2451.653103,3287.991862,2842.412004,0,0,5
18564,486.3855544,670.723296,812.7863683,1244.19532,1483.565615,1229.782299,13.46998983,0,7
18569,816.1332655,1119.105799,1490.93591,2236.188199,3002.4059,2756.078332,0,0,5
18574,785.9562564,1159.967447,1578.504578,2218.36826,2973.271617,2783.609359,0,0,5
18579,1627.636826,1791.697864,2036.474059,2361.969481,2935.276704,2898.412004,0,0,5
18584,9478.618515,9314.754832,9058.634791,8980.410987,3487.876907,3918.098678,0,1024,8
18589,4160.589013,4150.796541,4066.756867,4513.828077,2192.626653,2176.500509,100,1024,9
18594,6188.76704,6018.607325,5943.138352,6353.034588,2439.814852,2458.15056,100,1024,9
18599,924.9074262,1119.215666,1458.366226,1802.409969,2296.385554,2141.239064,0,0,5
18604,908.6927772,1097.514751,1341.034588,1579.350966,1674.04883,1535.258393,15.12207528,0,7
18609,967.2706002,1330.191251,1792.857579,2325.721261,2848.01119,2815.404883,0,2048,5
18614,1015.440488,1447.380468,1950.661241,2461.19532,3050.291963,2970.512716,0,0,5
18624,7640.841302,7851.414039,8083.087487,8178.704985,3671.860631,3942.119023,100,1024,9
18629,1185.289929,1490.416073,1915.29705,2377.276704,3018.442523,3011.366226,0,0,5
18634,852.1780264,1363.600203,1891.508647,2495.593082,3035.959308,3003.070193,0,2048,10
18639,1827.214649,2235.896236,2697.771109,3130.302136,3488.678535,3365.400814,1.190233978,0,6.259409969
18644,892.9125127,1378.111902,1914.045778,2475.722279,3055.134283,2977.489318,0,0,5
18649,1632.7294,1843.742625,2136.701933,2465.571719,2905.997965,2898.669379,0,0,5
18654,2002.051882,2177.330621,2401.61648,2677.656155,2371.148525,2141.062055,78.28687691,2048,8
18659,1239.791455,1603.590031,2064.611394,2535.509664,3145.706002,3119.290946,0,0,5
18664,1031.192269,1481.4059,2013.047813,2520.216684,3110.483215,3050.344863,0,0,5
18669,1204.817904,1557.495422,2035.005086,2475.278739,3183.296033,3189.02238,0,0,5
18674,1018.472024,1446.564598,1956.928789,2475.399797,3097.526958,3052.217701,0,0,5
18679,1083.522889,1519.947101,2052.4059,2584.736521,3235.189217,3229.209563,0,0,5
18684,628.7741607,893.2583927,1190.109868,1486.123093,1499.140387,1496.994914,18.33774161,2048,10
18689,1005.625636,1345.559512,1788.073245,2245.426246,2899.220753,2778.799593,0,0,5
18694,2100.934893,2181.65412,2414.799593,2672.295015,2770.191251,2642.551373,71.05696846,2048,8
18699,9076.014242,7487.021363,7525.78942,7609.163784,6446.28179,5740.549339,100,1024,9
18704,7992.402848,8185.413021,8410.012208,8714.561546,6482.224822,5669.045778,100,1024,9
18709,1107.201424,1527.103764,2098.376399,2763.318413,3525.611394,3496.363174,0,0,5
18714,2749.513733,3095.707019,3456.032553,4006.895219,4070.721261,3880.879959,76.34893184,0,8.113936928
18719,8627.648016,8670.122075,8762.059003,9162.433367,5988.92472,4584.832146,100,1024,9
18724,1578.293998,1817.478128,2165.307223,2883.549339,3306.626653,3175.5412,0,2048,5
18729,1463.757884,1709.331638,2072.753815,2684.402848,3463.720244,3462.133266,0,0,5
18734,1049.531027,1515.130214,2078.50763,2929.765005,3423.826043,3292.548321,0,2048,5
18739,6086.623601,5655.54527,5424.102747,5518.543235,4832.183113,4373.74059,100,1024,9
18744,1043.622584,1504.614446,1945.793489,2951.185148,3178.157681,2944.162767,0,0,5
18749,1459.836216,1741.921668,2043.62767,3191.555443,2974.525941,2788.487284,0,2048,10
18754,1274.395727,1683.120041,1993.964395,3233.636826,3017.033571,2669.71414,0,0,5
18759,917.4669379,1394.452696,1834.98881,3109.905392,3349.133266,3057.609359,0,0,5
18764,939.9532045,1372.652085,1751.966429,3148.080366,3097.220753,2706.899288,0,0,5
18769,2492.206511,2521.133266,2560.798576,3497.659207,2730.428281,2349.847406,47.77721261,2048,8
18774,797.4526958,1270.465921,1702.7294,3011.177009,2954.871821,2609.769074,0,0,5
18779,3358.837233,3262.967447,3139.90234,4001.942014,1954.89115,1747.669379,100,2048,9
18784,758.2512716,1086.069176,1304.196338,2720.909461,2478.858596,1999.284842,0,0,4.75076297
18789,948.6459817,1242.779247,1447.830112,3063.139369,2746.207528,2327.491353,0,2048,4.75076297
18794,3801.23296,4274.49237,4523.457782,5271.121058,4956.213632,3874.640895,100,1024,9
18799,1014.48118,1256.65412,1418.171923,2904.106816,2637.464903,1988.450661,0,2048,10
18804,861.7863683,1061.63174,1104.769074,2815.133266,2289.685656,1724.792472,0.24923703,0,4.257375381
18809,5080.682604,5043.936928,5004.711089,5908.746694,1820.399797,1935.947101,0,1024,8
18814,1947.673449,1962.420142,1886.320448,3512.137335,2141.704985,1607.811801,39.13733469,2048,8
18819,8800.846389,8864.74059,8927.770092,9538.81587,2137.28586,2422.236012,0,1024,8
18824,9489.241099,9103.810783,8871.599186,8602.730417,6887.384537,5466.994914,100,1024,9
18829,8969.28179,8805.548321,8691.621567,9038.103764,1968.416073,2286.836216,0,1024,8
18834,350.0335707,567.0081384,407.5401831,3361.129196,1821.540183,960.4852492,0,0,4
18839,465.9806714,607.0223805,452.6754832,3248.061038,1762.423194,941.138352,0,0,4
18844,806.8056968,1356.862665,1573.19532,4240.781282,2903.216684,2176.147508,85.89318413,2048,8.886063072
18849,2334.613428,2097.527976,1754.401831,2981.585961,1778.214649,1067.570702,13.98067141,0,6.027466938
18854,7369.986775,7121.258393,7016.737538,7888.185148,7317.396745,6330.536114,100,1024,9
18859,7569.36826,7096.079349,6737.930824,6863.013225,5792.403866,4768.930824,100,1024,9
18864,291.1068159,490.7690743,412.8484232,2950.154629,1798.224822,1034.993896,0,0,4
18869,4216.341811,4422.083418,4575.014242,5302.652085,3714.390641,2720.505595,100,1024,9
18874,2062.886063,2608.937945,2897.358087,4632.97355,3288.102747,2236.4588,100,1024,9
18879,433.7650051,595.0254323,489.9450661,2683.283825,1819.143438,1058.505595,0,0,4
18884,676.9674466,887.9684639,725.2431333,3035.39471,2204.752798,1319.994914,2.975584944,0,4
18889,10231.77213,10323.19023,10416.84232,10595.87182,2462.715158,2702.672431,0,1024,8
18894,11253.29603,11228.07935,11163.04578,11351.29196,5474.063072,4330.759919,100,1024,9
18899,446.0885046,598.91353,532.7375381,1971.584944,1891.052899,1199.615463,0,0,4
18904,11063.98372,11162.55951,11220.26857,10640.28281,6579.451679,4872.276704,100,1024,9
18909,7949.292981,7848.912513,7645.894201,7490.553408,5065.338759,4044.806714,100,1024,9
18914,8375.548321,8464.870804,8379.525941,8665.658189,3324.283825,2298.640895,0,1024,11
18919,3268.43235,3062.137335,2874.571719,3499.430315,2464.126144,2175.707019,92.91047813,2048,9
18924,1096.431333,1217.998983,1322.144456,2194.579858,2829.179044,2172.704985,0,0,5
18929,1937.513733,1830.16175,1784.358087,2285.496439,2504.926755,2039.241099,19.17293998,0,7.259409969
18934,868.7446592,1190.141404,1532.250254,2398.587996,3117.051882,2681.566633,0,2048,5
18939,5276.728383,5277.568667,5407.11292,5673.698881,944.0071211,794.2950153,0,0,11
18944,824.9979654,1206.695829,1677.880977,2367.292981,2951.45473,2643.332655,0,0,5
18949,1049.501526,1342.305188,1761.926755,2336.021363,3026.607325,2852.839268,0,0,5
18954,698.4506612,1142.442523,1652.679552,2358.600203,2917.528993,2623.141404,0,0,5
18959,2616.689725,2677.942014,2864.356053,3327.472024,3365.044761,3139.061038,86.33774161,2048,9
18964,836.7934893,1210.92472,1715.673449,2364.279756,2947.462869,2727.19532,0,0,5
18969,2228.869786,2335.151577,2532.11292,3011.069176,2197.378433,2120.672431,100,2048,9
18974,976.5289929,1413.976602,1979.163784,2683.932859,3121,2875.850458,0,0,5
18979,938.9003052,1349.28179,1914.517803,2558.171923,3145.726348,2960.914547,0,0,5
18984,9890.777213,9408.215666,9279.021363,9291.562564,6515.455748,6024.261445,100,1024,9
18989,2153.810783,2387.023398,2905.693795,3549.60529,3807.512716,3724.491353,4.513733469,2048,10
18994,939.5584944,1371.374364,1923.258393,2566.83825,3000.189217,2791.768057,0,0,5
18999,2300.77823,2276.4059,2412.98881,2611.441506,2967.677518,2907.211597,21.54628688,0,7.259409969
19004,6659.37233,6512.239064,6504.18413,6728.142421,3855.608342,3484.280773,100,1024,9
19009,933.1475076,1285.877925,1873.269583,2537.321465,3072.861648,2906.388606,0,2048,5
19014,8463.266531,8361.314344,8462.54527,8418.36826,4869.638861,3882.687691,100,1024,9
19019,11226.34588,9512.931841,8493.536114,8016.895219,5918.312309,5146.493388,100,0,9
19024,925.7416073,1335.872838,1875.430315,2507.361139,2961.74059,2768.630722,0,0,5
19029,2954.39471,2920.16175,3064.342828,3271.903357,1696.095626,1677.775178,95.17192269,0,9
19034,16380.22787,13081.4527,11049.37945,10045.51577,2212.757884,2575.224822,65,0,8
19039,1098.675483,1498.544252,2103.85351,2842.546287,3346.29705,3065.099695,0,0,5
19044,878.9399797,1387.241099,1999.573754,2673.949135,3168.859613,2945.593082,0,0,5
19049,946.9633774,1429.571719,2059.131231,2726.501526,3293.071211,3124.65412,0,0,5
19054,999.0406918,1289.693795,1712.478128,1953.879959,2075.078332,1934.811801,13.41200407,0,10
19059,988.8046796,1489.502543,2148.590031,2802.662258,3442.428281,3246.131231,0,0,5
19064,11277.54629,11578.4944,11862.5473,11950.89522,7854.590031,5339.15056,100,0,9
19069,4562.620549,4344.267548,4560.830112,4256.987792,3363.809766,3093.214649,100,0,9
19074,1201.087487,1592.558494,2102.549339,2787.8647,3338.737538,3143.640895,0,0,5
19079,3848.393693,3711.727365,4065.635809,4356.189217,4560.844354,4084.821974,59.35503561,0,8.110885046
19084,1191.629705,1719.133266,2340.624619,3171.472024,3800.380468,3554.563581,0,0,5
19089,1165.28179,1670.43235,2302.822991,3193.321465,3756.106816,3518.15056,0,0,5
19094,7274.268566,7146.611394,7177.706002,7975.928789,3400.91353,2925.162767,100,0,9
19099,7832.533062,7077.327569,6682.703967,6760.698881,4405.192269,4175.436419,100,0,9
19104,5537.517803,5567.002035,5600.652085,6434.679552,1496.937945,1645.903357,65,0,8
19109,4206.241099,4354.543235,4494.113937,4580.034588,4916.87589,4221.364191,39.87690743,0,8.110885046
19114,976.9257375,1450.356053,1883.19939,3066.267548,3265.300102,2949.129196,0,0,5
19119,6171.711089,161.4262462,1470.990844,4368.477111,5310.070193,4387.834181,100,0,9
19124,11256,13448,14256,14992,9193.991862,6811.448627,100,0,9
19129,892.8728383,1323.844354,1714.583927,3092.408952,3014.667345,2637.707019,0,0,5
19134,892.7446592,1436.514751,1902.638861,3432.814852,3282.105799,2748.055951,0,0,5
19139,946.9928789,1394.306205,1860.104781,3297.799593,3212.925738,2869.346897,0,0,5
19144,887.4750763,1285.185148,1655.019329,3071.738555,2944.709054,2537.692777,0,0,4.889114954
19149,1400.546287,1555.265514,1645.417091,3234.298067,2417.710071,1956.645982,65,0,8
19154,887.878942,1157.398779,1338.886063,2890.147508,2629.398779,2135.697864,0,0,4.75076297
19159,3154.581892,3081.63174,2857.876907,4128.690743,3481.915565,3281.121058,90.96439471,0,8.861648016
19164,835.6317396,1147.330621,1344.964395,2955.546287,2675.013225,2172.243133,0,0,4.75076297
19169,823.1881994,957.3387589,891.5116989,2527.361139,1578.551373,1096.527976,4.380467955,0,4.266531027
19174,1091.505595,1245.173957,1097.445575,3613.020346,2586.110885,1747.97355,0,0,5
19179,12389.65615,10839.84334,9942.215666,8688.724313,4918.165819,4022.664293,100,0,9
19184,10109.06612,9887.843337,9681.855544,9968.699898,2886.781282,2563.985758,65,0,8
19189,10781.72737,10780.95219,10746.94405,10747.43438,5445.93591,4089.55646,100,0,9
19194,393.9450661,568.0295015,403.9186165,3526.621567,1812.736521,937.3377416,0,0,4
19199,8460.008138,7710.71821,7352.701933,7161.138352,6545.431333,5876.354018,100,0,9
19204,14874.95015,13331.01729,12369.95931,10716.10987,6835.162767,5664.167854,100,0,9
19209,897.5798576,949.8423194,761.5961343,3439.089522,2094.514751,1264.685656,1.343845371,0,10
19214,10218.41913,10444.22991,10717.82299,10636.51679,7034.471007,4519.042726,100,0,9
19219,11145.36724,9655.273652,8565.564598,8184.504578,4647.739573,3565.169888,100,0,9
19224,6154.098678,5852.950153,5839.810783,6182.099695,4866.511699,4124.89115,100,0,9
19229,361.3763988,528.0722279,403.6805697,3218.589013,1884.440488,1022.933876,0,0,4
19234,354.155646,544.5737538,399.9267548,3035.206511,1768.868769,916.4954222,0,0,4
19239,446.0254323,627.8870804,485.7884028,3160.183113,1922.667345,1068.090539,0,0,4
19244,483.25941,749.6622584,634.8809766,3668.928789,2658.149542,1596.573754,0,0,4
19249,1361.672431,1353.410987,1199.144456,2803.436419,2050.991862,1312.78942,14.53713123,0,3.752797558
19254,532.0040692,764.7822991,749.0386572,2693.590031,2376.127162,1586.950153,0,0,4
19259,6020.331638,5630.929807,5246.132248,6451.014242,4885.06409,4514.528993,100,0,9
19264,539.0559512,815.889115,957.508647,2764.593082,2695.283825,1810.013225,0,0,4.493387589
19274,521.2675483,727.4974568,846.3763988,2147.666328,2278.739573,1622.098678,0,0,4.75076297
19279,1018.513733,1249.275687,1481.643947,2636.82706,3229.786368,2526.051882,0,0,5
19284,837.7121058,1119.794507,1445.712106,2545.364191,3231.910478,2615.493388,0,0,5
19289,715.7049847,1061.431333,1541.072228,2440.807731,3171.994914,2731.884028,0,0,5
19294,11916.9766,10592.26653,9311.208545,9195.841302,3450.004069,2833.843337,52.3906409,0,8.523906409
19299,10809.17599,10649.86979,10355.19837,10883.91048,3492.106816,3892.057986,65,0,8
19309,3169.252289,3133.834181,3090.349949,3749.990844,2733.096643,2540.228891,100,0,9
19314,9852.069176,9695.790437,9276.311292,9699.375381,7698.240081,5943.191251,100,0,9
19319,767.3367243,998.9837233,1363.116989,1827.921668,2418.512716,2253.669379,0,0,5
19324,16918.28688,13904.98271,11968.02645,10523.4588,3284.298067,3381.360122,100,0,9
19329,6782.867752,6393.728383,5982.34588,6368.97355,4165.007121,4039.34588,100,0,9
19334,1622.351984,2074.307223,2558.496439,3129.426246,3350.165819,2915.151577,94.27873856,0,9
19344,604.8840285,1010.942014,1490.448627,2095.09766,2820.639878,2720.590031,0,0,5
19349,614.9623601,987.0539166,1488.19939,2075.299084,2905.024415,2841.848423,0,0,5
19354,925.2238047,1235.240081,1631.330621,2158.082401,2814.133266,2664.622584,0,0,5
